ID_Venta,Fecha,ID_Cliente,Región_Cliente,ID_Producto,Cantidad,Método_Pago,Método_Pago_Nombre,Estado,Nombre_Producto,Precio_Unitario,Categoría,Total_Venta,Mes,Nro de Mes,Mes_Año,Cat_MetodoPago,Año
1152,11/10/2024,111,Cuyo,6,3,4,Mercado Pago,Completa,Asado,$28.56,Carnicería,$85.68,octubre,10,viernes-10,Carnicería - Mercado Pago,2024
1701,11/10/2024,200,Centro,3,2,5,Transferencia,Pendiente,Queso cremoso,$17.23,Lácteos,$34.46,octubre,10,viernes-10,Lácteos - Transferencia,2024
1726,11/10/2024,241,Buenos Aires,28,3,4,Mercado Pago,Completa,Jugos de frutas,$9.45,Bebidas,$28.35,octubre,10,viernes-10,Bebidas - Mercado Pago,2024
2104,11/10/2024,320,Centro,15,5,4,Mercado Pago,Pendiente,Medialunas,$3.51,Panadería,$17.55,octubre,10,viernes-10,Panadería - Mercado Pago,2024
2710,11/10/2024,5,Centro,8,2,5,Transferencia,Completa,Milanesa,$16.21,Carnicería,$32.42,octubre,10,viernes-10,Carnicería - Transferencia,2024
2953,11/10/2024,1,Patagonia,22,5,4,Mercado Pago,Completa,Cebolla,$4.21,Frutas y Verduras,$21.05,octubre,10,viernes-10,Frutas y Verduras - Mercado Pago,2024
310,12/10/2024,152,NOA,25,3,5,Transferencia,Completa,Pizza congelada,$15.45,Congelados,$46.35,octubre,10,sábado-10,Congelados - Transferencia,2024
359,12/10/2024,56,Centro,18,1,5,Transferencia,Completa,Bananas,$7.25,Frutas y Verduras,$7.25,octubre,10,sábado-10,Frutas y Verduras - Transferencia,2024
394,12/10/2024,293,Patagonia,24,6,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$81.24,octubre,10,sábado-10,Congelados - Transferencia,2024
1748,12/10/2024,218,Centro,32,4,3,Tarjeta de Débito,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$25.00,octubre,10,sábado-10,Galletitas y Snacks - Tarjeta de Débito,2024
2099,12/10/2024,147,Cuyo,34,1,5,Transferencia,Completa,Maníes,$5.45,Galletitas y Snacks,$5.45,octubre,10,sábado-10,Galletitas y Snacks - Transferencia,2024
2360,12/10/2024,250,Centro,21,1,4,Mercado Pago,Completa,Zanahorias,$3.25,Frutas y Verduras,$3.25,octubre,10,sábado-10,Frutas y Verduras - Mercado Pago,2024
2387,12/10/2024,22,Centro,32,2,4,Mercado Pago,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$12.50,octubre,10,sábado-10,Galletitas y Snacks - Mercado Pago,2024
2922,12/10/2024,230,Centro,22,4,1,Efectivo,Completa,Cebolla,$4.21,Frutas y Verduras,$16.84,octubre,10,sábado-10,Frutas y Verduras - Efectivo,2024
301,13/10/2024,326,Cuyo,21,4,4,Mercado Pago,Completa,Zanahorias,$3.25,Frutas y Verduras,$13.00,octubre,10,domingo-10,Frutas y Verduras - Mercado Pago,2024
859,13/10/2024,78,Buenos Aires,8,4,3,Tarjeta de Débito,Completa,Milanesa,$16.21,Carnicería,$64.84,octubre,10,domingo-10,Carnicería - Tarjeta de Débito,2024
1836,13/10/2024,141,NEA,18,5,1,Efectivo,Completa,Bananas,$7.25,Frutas y Verduras,$36.25,octubre,10,domingo-10,Frutas y Verduras - Efectivo,2024
2113,13/10/2024,119,Patagonia,37,6,5,Transferencia,Completa,Garbanzos,$3.65,Conservas,$21.90,octubre,10,domingo-10,Conservas - Transferencia,2024
2370,13/10/2024,19,Centro,28,5,2,Tarjeta de Crédito,Completa,Jugos de frutas,$9.45,Bebidas,$47.25,octubre,10,domingo-10,Bebidas - Tarjeta de Crédito,2024
2952,13/10/2024,23,Patagonia,32,6,1,Efectivo,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$37.50,octubre,10,domingo-10,Galletitas y Snacks - Efectivo,2024
564,14/10/2024,11,Buenos Aires,35,5,1,Efectivo,Completa,Arroz,$4.25,Conservas,$21.25,octubre,10,lunes-10,Conservas - Efectivo,2024
856,14/10/2024,27,Buenos Aires,19,2,5,Transferencia,Completa,Tomates,$6.54,Frutas y Verduras,$13.08,octubre,10,lunes-10,Frutas y Verduras - Transferencia,2024
872,14/10/2024,29,NEA,16,6,1,Efectivo,Completa,Tortas,$15.23,Panadería,$91.38,octubre,10,lunes-10,Panadería - Efectivo,2024
921,14/10/2024,46,Centro,21,2,5,Transferencia,Completa,Zanahorias,$3.25,Frutas y Verduras,$6.50,octubre,10,lunes-10,Frutas y Verduras - Transferencia,2024
1021,14/10/2024,24,Cuyo,20,6,2,Tarjeta de Crédito,Completa,Lechugas,$4.25,Frutas y Verduras,$25.50,octubre,10,lunes-10,Frutas y Verduras - Tarjeta de Crédito,2024
1376,14/10/2024,61,Buenos Aires,16,1,2,Tarjeta de Crédito,Completa,Tortas,$15.23,Panadería,$15.23,octubre,10,lunes-10,Panadería - Tarjeta de Crédito,2024
1585,14/10/2024,297,Buenos Aires,9,2,4,Mercado Pago,Completa,Pollo,$18.56,Carnicería,$37.12,octubre,10,lunes-10,Carnicería - Mercado Pago,2024
1768,14/10/2024,260,Buenos Aires,21,5,4,Mercado Pago,Completa,Zanahorias,$3.25,Frutas y Verduras,$16.25,octubre,10,lunes-10,Frutas y Verduras - Mercado Pago,2024
2374,14/10/2024,8,Buenos Aires,2,5,5,Transferencia,Completa,Yogur,$5.21,Lácteos,$26.05,octubre,10,lunes-10,Lácteos - Transferencia,2024
2829,14/10/2024,188,Cuyo,2,1,5,Transferencia,Pendiente,Yogur,$5.21,Lácteos,$5.21,octubre,10,lunes-10,Lácteos - Transferencia,2024
569,15/10/2024,184,Buenos Aires,25,4,1,Efectivo,Completa,Pizza congelada,$15.45,Congelados,$61.80,octubre,10,martes-10,Congelados - Efectivo,2024
653,15/10/2024,29,NEA,3,1,3,Tarjeta de Débito,Completa,Queso cremoso,$17.23,Lácteos,$17.23,octubre,10,martes-10,Lácteos - Tarjeta de Débito,2024
918,15/10/2024,61,Buenos Aires,11,2,1,Efectivo,Completa,Salchicha,$11.23,Carnicería,$22.46,octubre,10,martes-10,Carnicería - Efectivo,2024
945,15/10/2024,241,Buenos Aires,30,5,3,Tarjeta de Débito,Completa,Vino tinto,$13.54,Bebidas,$67.70,octubre,10,martes-10,Bebidas - Tarjeta de Débito,2024
1024,15/10/2024,168,Centro,37,1,3,Tarjeta de Débito,Completa,Garbanzos,$3.65,Conservas,$3.65,octubre,10,martes-10,Conservas - Tarjeta de Débito,2024
1374,15/10/2024,21,Buenos Aires,38,4,3,Tarjeta de Débito,Completa,Atún enlatado,$6.21,Conservas,$24.84,octubre,10,martes-10,Conservas - Tarjeta de Débito,2024
1469,15/10/2024,104,Buenos Aires,25,2,3,Tarjeta de Débito,Completa,Pizza congelada,$15.45,Congelados,$30.90,octubre,10,martes-10,Congelados - Tarjeta de Débito,2024
1538,15/10/2024,104,Buenos Aires,29,6,5,Transferencia,Completa,Cerveza,$11.54,Bebidas,$69.24,octubre,10,martes-10,Bebidas - Transferencia,2024
2352,15/10/2024,193,Buenos Aires,31,6,1,Efectivo,Pendiente,Galletitas de agua,$5.24,Galletitas y Snacks,$31.44,octubre,10,martes-10,Galletitas y Snacks - Efectivo,2024
2818,15/10/2024,310,Patagonia,30,2,4,Mercado Pago,Completa,Vino tinto,$13.54,Bebidas,$27.08,octubre,10,martes-10,Bebidas - Mercado Pago,2024
2847,15/10/2024,180,Buenos Aires,15,2,5,Transferencia,Completa,Medialunas,$3.51,Panadería,$7.02,octubre,10,martes-10,Panadería - Transferencia,2024
307,16/10/2024,50,Buenos Aires,27,1,2,Tarjeta de Crédito,Completa,Agua mineral,$6.21,Bebidas,$6.21,octubre,10,miércoles-10,Bebidas - Tarjeta de Crédito,2024
605,16/10/2024,299,Cuyo,5,4,1,Efectivo,Completa,Manteca,$5.65,Lácteos,$22.60,octubre,10,miércoles-10,Lácteos - Efectivo,2024
645,16/10/2024,188,Cuyo,3,1,5,Transferencia,Completa,Queso cremoso,$17.23,Lácteos,$17.23,octubre,10,miércoles-10,Lácteos - Transferencia,2024
912,16/10/2024,306,Cuyo,19,6,2,Tarjeta de Crédito,Completa,Tomates,$6.54,Frutas y Verduras,$39.24,octubre,10,miércoles-10,Frutas y Verduras - Tarjeta de Crédito,2024
1018,16/10/2024,291,NEA,14,3,4,Mercado Pago,Completa,Facturas,$12.36,Panadería,$37.08,octubre,10,miércoles-10,Panadería - Mercado Pago,2024
1020,16/10/2024,61,Buenos Aires,32,6,5,Transferencia,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$37.50,octubre,10,miércoles-10,Galletitas y Snacks - Transferencia,2024
1222,16/10/2024,82,Buenos Aires,27,3,4,Mercado Pago,Pendiente,Agua mineral,$6.21,Bebidas,$18.63,octubre,10,miércoles-10,Bebidas - Mercado Pago,2024
1277,16/10/2024,163,Buenos Aires,2,2,4,Mercado Pago,Completa,Yogur,$5.21,Lácteos,$10.42,octubre,10,miércoles-10,Lácteos - Mercado Pago,2024
1322,16/10/2024,60,NEA,21,2,4,Mercado Pago,Pendiente,Zanahorias,$3.25,Frutas y Verduras,$6.50,octubre,10,miércoles-10,Frutas y Verduras - Mercado Pago,2024
1392,16/10/2024,49,Buenos Aires,28,4,3,Tarjeta de Débito,Completa,Jugos de frutas,$9.45,Bebidas,$37.80,octubre,10,miércoles-10,Bebidas - Tarjeta de Débito,2024
1446,16/10/2024,9,Centro,20,3,4,Mercado Pago,Pendiente,Lechugas,$4.25,Frutas y Verduras,$12.75,octubre,10,miércoles-10,Frutas y Verduras - Mercado Pago,2024
2816,16/10/2024,287,NEA,34,6,3,Tarjeta de Débito,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,octubre,10,miércoles-10,Galletitas y Snacks - Tarjeta de Débito,2024
38,17/10/2024,271,Patagonia,20,6,3,Tarjeta de Débito,Completa,Lechugas,$4.25,Frutas y Verduras,$25.50,octubre,10,jueves-10,Frutas y Verduras - Tarjeta de Débito,2024
326,17/10/2024,132,Buenos Aires,32,3,2,Tarjeta de Crédito,Pendiente,Galletitas de chocolate,$6.25,Galletitas y Snacks,$18.75,octubre,10,jueves-10,Galletitas y Snacks - Tarjeta de Crédito,2024
415,17/10/2024,148,Centro,21,1,4,Mercado Pago,Completa,Zanahorias,$3.25,Frutas y Verduras,$3.25,octubre,10,jueves-10,Frutas y Verduras - Mercado Pago,2024
435,17/10/2024,70,Centro,31,3,5,Transferencia,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$15.72,octubre,10,jueves-10,Galletitas y Snacks - Transferencia,2024
1209,17/10/2024,19,Centro,28,3,4,Mercado Pago,Completa,Jugos de frutas,$9.45,Bebidas,$28.35,octubre,10,jueves-10,Bebidas - Mercado Pago,2024
1453,17/10/2024,275,Buenos Aires,25,4,5,Transferencia,Completa,Pizza congelada,$15.45,Congelados,$61.80,octubre,10,jueves-10,Congelados - Transferencia,2024
1596,17/10/2024,85,Cuyo,26,2,5,Transferencia,Completa,Hamburgesas congeladas,$9.54,Congelados,$19.08,octubre,10,jueves-10,Congelados - Transferencia,2024
1969,17/10/2024,233,Centro,29,1,1,Efectivo,Completa,Cerveza,$11.54,Bebidas,$11.54,octubre,10,jueves-10,Bebidas - Efectivo,2024
2120,17/10/2024,316,Centro,13,5,3,Tarjeta de Débito,Completa,Pan integral,$12.56,Panadería,$62.80,octubre,10,jueves-10,Panadería - Tarjeta de Débito,2024
2171,17/10/2024,106,NEA,30,2,3,Tarjeta de Débito,Completa,Vino tinto,$13.54,Bebidas,$27.08,octubre,10,jueves-10,Bebidas - Tarjeta de Débito,2024
2231,17/10/2024,6,Buenos Aires,19,3,3,Tarjeta de Débito,Completa,Tomates,$6.54,Frutas y Verduras,$19.62,octubre,10,jueves-10,Frutas y Verduras - Tarjeta de Débito,2024
2679,17/10/2024,63,Buenos Aires,3,1,1,Efectivo,Completa,Queso cremoso,$17.23,Lácteos,$17.23,octubre,10,jueves-10,Lácteos - Efectivo,2024
630,18/10/2024,290,Buenos Aires,18,5,2,Tarjeta de Crédito,Completa,Bananas,$7.25,Frutas y Verduras,$36.25,octubre,10,viernes-10,Frutas y Verduras - Tarjeta de Crédito,2024
678,18/10/2024,47,Buenos Aires,27,1,4,Mercado Pago,Completa,Agua mineral,$6.21,Bebidas,$6.21,octubre,10,viernes-10,Bebidas - Mercado Pago,2024
955,18/10/2024,196,Cuyo,6,3,4,Mercado Pago,Completa,Asado,$28.56,Carnicería,$85.68,octubre,10,viernes-10,Carnicería - Mercado Pago,2024
966,18/10/2024,120,Buenos Aires,22,1,4,Mercado Pago,Pendiente,Cebolla,$4.21,Frutas y Verduras,$4.21,octubre,10,viernes-10,Frutas y Verduras - Mercado Pago,2024
2131,18/10/2024,315,Buenos Aires,5,5,5,Transferencia,Completa,Manteca,$5.65,Lácteos,$28.25,octubre,10,viernes-10,Lácteos - Transferencia,2024
2386,18/10/2024,102,Patagonia,15,5,5,Transferencia,Completa,Medialunas,$3.51,Panadería,$17.55,octubre,10,viernes-10,Panadería - Transferencia,2024
2739,18/10/2024,6,Buenos Aires,1,4,5,Transferencia,Completa,Leche,$12.24,Lácteos,$48.96,octubre,10,viernes-10,Lácteos - Transferencia,2024
439,19/10/2024,207,Buenos Aires,36,2,2,Tarjeta de Crédito,Completa,Lentejas,$3.25,Conservas,$6.50,octubre,10,sábado-10,Conservas - Tarjeta de Crédito,2024
530,19/10/2024,31,Centro,31,6,3,Tarjeta de Débito,Completa,Galletitas de agua,$5.24,Galletitas y Snacks,$31.44,octubre,10,sábado-10,Galletitas y Snacks - Tarjeta de Débito,2024
978,19/10/2024,116,Buenos Aires,19,3,5,Transferencia,Completa,Tomates,$6.54,Frutas y Verduras,$19.62,octubre,10,sábado-10,Frutas y Verduras - Transferencia,2024
1062,19/10/2024,141,NEA,34,3,5,Transferencia,Pendiente,Maníes,$5.45,Galletitas y Snacks,$16.35,octubre,10,sábado-10,Galletitas y Snacks - Transferencia,2024
1579,19/10/2024,20,Cuyo,22,1,3,Tarjeta de Débito,Completa,Cebolla,$4.21,Frutas y Verduras,$4.21,octubre,10,sábado-10,Frutas y Verduras - Tarjeta de Débito,2024
1719,19/10/2024,1,Patagonia,11,3,5,Transferencia,Completa,Salchicha,$11.23,Carnicería,$33.69,octubre,10,sábado-10,Carnicería - Transferencia,2024
2115,19/10/2024,250,Centro,29,4,5,Transferencia,Pendiente,Cerveza,$11.54,Bebidas,$46.16,octubre,10,sábado-10,Bebidas - Transferencia,2024
2312,19/10/2024,22,Centro,20,5,5,Transferencia,Completa,Lechugas,$4.25,Frutas y Verduras,$21.25,octubre,10,sábado-10,Frutas y Verduras - Transferencia,2024
2371,19/10/2024,264,Buenos Aires,6,3,3,Tarjeta de Débito,Completa,Asado,$28.56,Carnicería,$85.68,octubre,10,sábado-10,Carnicería - Tarjeta de Débito,2024
2422,19/10/2024,219,Patagonia,4,1,1,Efectivo,Completa,Queso rallado,$19.23,Lácteos,$19.23,octubre,10,sábado-10,Lácteos - Efectivo,2024
2542,19/10/2024,189,Patagonia,25,4,4,Mercado Pago,Pendiente,Pizza congelada,$15.45,Congelados,$61.80,octubre,10,sábado-10,Congelados - Mercado Pago,2024
675,20/10/2024,168,Centro,26,4,5,Transferencia,Completa,Hamburgesas congeladas,$9.54,Congelados,$38.16,octubre,10,domingo-10,Congelados - Transferencia,2024
752,20/10/2024,48,Patagonia,24,3,4,Mercado Pago,Completa,Empanadas,$13.54,Congelados,$40.62,octubre,10,domingo-10,Congelados - Mercado Pago,2024
823,20/10/2024,225,Buenos Aires,14,6,4,Mercado Pago,Completa,Facturas,$12.36,Panadería,$74.16,octubre,10,domingo-10,Panadería - Mercado Pago,2024
841,20/10/2024,280,Centro,11,2,5,Transferencia,Pendiente,Salchicha,$11.23,Carnicería,$22.46,octubre,10,domingo-10,Carnicería - Transferencia,2024
910,20/10/2024,208,Buenos Aires,24,5,5,Transferencia,Completa,Empanadas,$13.54,Congelados,$67.70,octubre,10,domingo-10,Congelados - Transferencia,2024
1356,20/10/2024,228,Centro,4,6,2,Tarjeta de Crédito,Completa,Queso rallado,$19.23,Lácteos,$115.38,octubre,10,domingo-10,Lácteos - Tarjeta de Crédito,2024
1391,20/10/2024,6,Buenos Aires,22,2,1,Efectivo,Completa,Cebolla,$4.21,Frutas y Verduras,$8.42,octubre,10,domingo-10,Frutas y Verduras - Efectivo,2024
1716,20/10/2024,15,Buenos Aires,34,5,1,Efectivo,Completa,Maníes,$5.45,Galletitas y Snacks,$27.25,octubre,10,domingo-10,Galletitas y Snacks - Efectivo,2024
1718,20/10/2024,224,Cuyo,3,3,1,Efectivo,Completa,Queso cremoso,$17.23,Lácteos,$51.69,octubre,10,domingo-10,Lácteos - Efectivo,2024
1911,20/10/2024,64,NEA,10,5,4,Mercado Pago,Pendiente,Costilla de cerdo,$14.25,Carnicería,$71.25,octubre,10,domingo-10,Carnicería - Mercado Pago,2024
2337,20/10/2024,242,NEA,7,4,3,Tarjeta de Débito,Pendiente,Chorizo,$11.25,Carnicería,$45.00,octubre,10,domingo-10,Carnicería - Tarjeta de Débito,2024
2588,20/10/2024,116,Buenos Aires,27,4,3,Tarjeta de Débito,Completa,Agua mineral,$6.21,Bebidas,$24.84,octubre,10,domingo-10,Bebidas - Tarjeta de Débito,2024
2594,20/10/2024,75,NEA,3,1,1,Efectivo,Completa,Queso cremoso,$17.23,Lácteos,$17.23,octubre,10,domingo-10,Lácteos - Efectivo,2024
2781,20/10/2024,224,Cuyo,25,5,5,Transferencia,Completa,Pizza congelada,$15.45,Congelados,$77.25,octubre,10,domingo-10,Congelados - Transferencia,2024
132,21/10/2024,95,Buenos Aires,27,1,4,Mercado Pago,Pendiente,Agua mineral,$6.21,Bebidas,$6.21,octubre,10,lunes-10,Bebidas - Mercado Pago,2024
1275,21/10/2024,18,Centro,15,5,4,Mercado Pago,Completa,Medialunas,$3.51,Panadería,$17.55,octubre,10,lunes-10,Panadería - Mercado Pago,2024
1454,21/10/2024,272,Buenos Aires,10,6,1,Efectivo,Completa,Costilla de cerdo,$14.25,Carnicería,$85.50,octubre,10,lunes-10,Carnicería - Efectivo,2024
1559,21/10/2024,226,Patagonia,1,1,3,Tarjeta de Débito,Completa,Leche,$12.24,Lácteos,$12.24,octubre,10,lunes-10,Lácteos - Tarjeta de Débito,2024
1683,21/10/2024,181,Patagonia,12,4,3,Tarjeta de Débito,Completa,Pan francés,$8.12,Panadería,$32.48,octubre,10,lunes-10,Panadería - Tarjeta de Débito,2024
760,22/10/2024,4,Buenos Aires,28,5,4,Mercado Pago,Completa,Jugos de frutas,$9.45,Bebidas,$47.25,octubre,10,martes-10,Bebidas - Mercado Pago,2024
767,22/10/2024,9,Centro,32,2,4,Mercado Pago,Pendiente,Galletitas de chocolate,$6.25,Galletitas y Snacks,$12.50,octubre,10,martes-10,Galletitas y Snacks - Mercado Pago,2024
886,22/10/2024,74,Patagonia,2,4,3,Tarjeta de Débito,Pendiente,Yogur,$5.21,Lácteos,$20.84,octubre,10,martes-10,Lácteos - Tarjeta de Débito,2024
1740,22/10/2024,210,Centro,7,6,1,Efectivo,Completa,Chorizo,$11.25,Carnicería,$67.50,octubre,10,martes-10,Carnicería - Efectivo,2024
2279,22/10/2024,219,Patagonia,28,3,3,Tarjeta de Débito,Completa,Jugos de frutas,$9.45,Bebidas,$28.35,octubre,10,martes-10,Bebidas - Tarjeta de Débito,2024
2317,22/10/2024,174,Patagonia,13,6,1,Efectivo,Completa,Pan integral,$12.56,Panadería,$75.36,octubre,10,martes-10,Panadería - Efectivo,2024
2546,22/10/2024,274,Buenos Aires,23,4,1,Efectivo,Completa,Papas fritas,$8.23,Congelados,$32.92,octubre,10,martes-10,Congelados - Efectivo,2024
173,23/10/2024,168,Centro,36,1,5,Transferencia,Completa,Lentejas,$3.25,Conservas,$3.25,octubre,10,miércoles-10,Conservas - Transferencia,2024
840,23/10/2024,116,Buenos Aires,27,1,5,Transferencia,Completa,Agua mineral,$6.21,Bebidas,$6.21,octubre,10,miércoles-10,Bebidas - Transferencia,2024
1191,23/10/2024,285,Patagonia,10,5,1,Efectivo,Completa,Costilla de cerdo,$14.25,Carnicería,$71.25,octubre,10,miércoles-10,Carnicería - Efectivo,2024
1336,23/10/2024,122,Centro,34,6,3,Tarjeta de Débito,Completa,Maníes,$5.45,Galletitas y Snacks,$32.70,octubre,10,miércoles-10,Galletitas y Snacks - Tarjeta de Débito,2024
1742,23/10/2024,175,Buenos Aires,7,2,3,Tarjeta de Débito,Completa,Chorizo,$11.25,Carnicería,$22.50,octubre,10,miércoles-10,Carnicería - Tarjeta de Débito,2024
1936,23/10/2024,89,Patagonia,29,5,1,Efectivo,Pendiente,Cerveza,$11.54,Bebidas,$57.70,octubre,10,miércoles-10,Bebidas - Efectivo,2024
2589,23/10/2024,274,Buenos Aires,22,5,4,Mercado Pago,Completa,Cebolla,$4.21,Frutas y Verduras,$21.05,octubre,10,miércoles-10,Frutas y Verduras - Mercado Pago,2024
2670,23/10/2024,311,Buenos Aires,24,6,3,Tarjeta de Débito,Completa,Empanadas,$13.54,Congelados,$81.24,octubre,10,miércoles-10,Congelados - Tarjeta de Débito,2024
629,24/10/2024,157,Patagonia,14,1,1,Efectivo,Pendiente,Facturas,$12.36,Panadería,$12.36,octubre,10,jueves-10,Panadería - Efectivo,2024
1491,24/10/2024,132,Buenos Aires,35,2,2,Tarjeta de Crédito,Completa,Arroz,$4.25,Conservas,$8.50,octubre,10,jueves-10,Conservas - Tarjeta de Crédito,2024
2072,24/10/2024,11,Buenos Aires,29,4,4,Mercado Pago,Completa,Cerveza,$11.54,Bebidas,$46.16,octubre,10,jueves-10,Bebidas - Mercado Pago,2024
2177,24/10/2024,37,Cuyo,18,6,4,Mercado Pago,Completa,Bananas,$7.25,Frutas y Verduras,$43.50,octubre,10,jueves-10,Frutas y Verduras - Mercado Pago,2024
2504,24/10/2024,161,Patagonia,22,3,1,Efectivo,Completa,Cebolla,$4.21,Frutas y Verduras,$12.63,octubre,10,jueves-10,Frutas y Verduras - Efectivo,2024
235,25/10/2024,177,NEA,3,2,4,Mercado Pago,Pendiente,Queso cremoso,$17.23,Lácteos,$34.46,octubre,10,viernes-10,Lácteos - Mercado Pago,2024
242,25/10/2024,152,NOA,1,3,1,Efectivo,Completa,Leche,$12.24,Lácteos,$36.72,octubre,10,viernes-10,Lácteos - Efectivo,2024
613,25/10/2024,325,NEA,27,3,4,Mercado Pago,Completa,Agua mineral,$6.21,Bebidas,$18.63,octubre,10,viernes-10,Bebidas - Mercado Pago,2024
1087,25/10/2024,170,Centro,25,2,2,Tarjeta de Crédito,Completa,Pizza congelada,$15.45,Congelados,$30.90,octubre,10,viernes-10,Congelados - Tarjeta de Crédito,2024
1485,25/10/2024,162,Patagonia,38,1,5,Transferencia,Completa,Atún enlatado,$6.21,Conservas,$6.21,octubre,10,viernes-10,Conservas - Transferencia,2024
2587,25/10/2024,221,Buenos Aires,37,1,5,Transferencia,Completa,Garbanzos,$3.65,Conservas,$3.65,octubre,10,viernes-10,Conservas - Transferencia,2024
228,26/10/2024,209,Buenos Aires,11,4,5,Transferencia,Completa,Salchicha,$11.23,Carnicería,$44.92,octubre,10,sábado-10,Carnicería - Transferencia,2024
423,26/10/2024,34,Cuyo,27,6,5,Transferencia,Completa,Agua mineral,$6.21,Bebidas,$37.26,octubre,10,sábado-10,Bebidas - Transferencia,2024
1303,26/10/2024,203,Buenos Aires,33,1,5,Transferencia,Completa,Papas chips,$8.54,Galletitas y Snacks,$8.54,octubre,10,sábado-10,Galletitas y Snacks - Transferencia,2024
1327,26/10/2024,205,Patagonia,23,3,2,Tarjeta de Crédito,Pendiente,Papas fritas,$8.23,Congelados,$24.69,octubre,10,sábado-10,Congelados - Tarjeta de Crédito,2024
1728,26/10/2024,46,Centro,19,5,4,Mercado Pago,Completa,Tomates,$6.54,Frutas y Verduras,$32.70,octubre,10,sábado-10,Frutas y Verduras - Mercado Pago,2024
2514,26/10/2024,255,Buenos Aires,21,5,1,Efectivo,Completa,Zanahorias,$3.25,Frutas y Verduras,$16.25,octubre,10,sábado-10,Frutas y Verduras - Efectivo,2024
2723,26/10/2024,321,Cuyo,1,2,5,Transferencia,Completa,Leche,$12.24,Lácteos,$24.48,octubre,10,sábado-10,Lácteos - Transferencia,2024
33,27/10/2024,65,Buenos Aires,23,2,5,Transferencia,Completa,Papas fritas,$8.23,Congelados,$16.46,octubre,10,domingo-10,Congelados - Transferencia,2024
314,27/10/2024,122,Centro,8,3,4,Mercado Pago,Completa,Milanesa,$16.21,Carnicería,$48.63,octubre,10,domingo-10,Carnicería - Mercado Pago,2024
458,27/10/2024,102,Patagonia,10,4,5,Transferencia,Completa,Costilla de cerdo,$14.25,Carnicería,$57.00,octubre,10,domingo-10,Carnicería - Transferencia,2024
1283,27/10/2024,318,Buenos Aires,32,1,4,Mercado Pago,Completa,Galletitas de chocolate,$6.25,Galletitas y Snacks,$6.25,octubre,10,domingo-10,Galletitas y Snacks - Mercado Pago,2024
1293,27/10/2024,247,Buenos Aires,4,2,4,Mercado Pago,Completa,Queso rallado,$19.23,Lácteos,$38.46,octubre,10,domingo-10,Lácteos - Mercado Pago,2024
1308,27/10/2024,185,Centro,22,4,1,Efectivo,Completa,Cebolla,$4.21,Frutas y Verduras,$16.84,octubre,10,domingo-10,Frutas y Verduras - Efectivo,2024
1315,27/10/2024,222,Centro,3,1,1,Efectivo,Completa,Queso cremoso,$17.23,Lácteos,$17.23,octubre,10,domingo-10,Lácteos - Efectivo,2024
1405,27/10/2024,187,Buenos Aires,29,2,2,Tarjeta de Crédito,Completa,Cerveza,$11.54,Bebidas,$23.08,octubre,10,domingo-10,Bebidas - Tarjeta de Crédito,2024
1536,27/10/2024,203,Buenos Aires,35,6,1,Efectivo,Completa,Arroz,$4.25,Conservas,$25.50,octubre,10,domingo-10,Conservas - Efectivo,2024
2273,27/10/2024,304,Cuyo,10,4,4,Mercado Pago,Completa,Costilla de cerdo,$14.25,Carnicería,$57.00,octubre,10,domingo-10,Carnicería - Mercado Pago,2024
2733,27/10/2024,27,Buenos Aires,30,6,1,Efectivo,Completa,Vino tinto,$13.54,Bebidas,$81.24,octubre,10,domingo-10,Bebidas - Efectivo,2024
1119,28/10/2024,142,Cuyo,15,6,2,Tarjeta de Crédito,Completa,Medialunas,$3.51,Panadería,$21.06,octubre,10,lunes-10,Panadería - Tarjeta de Crédito,2024
1533,28/10/2024,118,Centro,15,4,4,Mercado Pago,Completa,Medialunas,$3.51,Panadería,$14.04,octubre,10,lunes-10,Panadería - Mercado Pago,2024
1696,28/10/2024,316,Centro,31,6,5,Transferencia,Pendiente,Galletitas de agua,$5.24,Galletitas y Snacks,$31.44,octubre,10,lunes-10,Galletitas y Snacks - Transferencia,2024
1750,28/10/2024,310,Patagonia,16,1,5,Transferencia,Completa,Tortas,$15.23,Panadería,$15.23,octubre,10,lunes-10,Panadería - Transferencia,2024
1833,28/10/2024,14,Buenos Aires,18,6,5,Transferencia,Completa,Bananas,$7.25,Frutas y Verduras,$43.50,octubre,10,lunes-10,Frutas y Verduras - Transferencia,2024
2488,28/10/2024,55,Patagonia,10,5,5,Transferencia,Completa,Costilla de cerdo,$14.25,Carnicería,$71.25,octubre,10,lunes-10,Carnicería - Transferencia,2024
2494,28/10/2024,211,Centro,33,5,1,Efectivo,Completa,Papas chips,$8.54,Galletitas y Snacks,$42.70,octubre,10,lunes-10,Galletitas y Snacks - Efectivo,2024
2501,28/10/2024,272,Buenos Aires,17,4,4,Mercado Pago,Completa,Manzanas,$6.54,Frutas y Verduras,$26.16,octubre,10,lunes-10,Frutas y Verduras - Mercado Pago,2024
